Item ID,Name,Description,Image,Category,Vendor,Purchase Cost,Sale Price,Location,Stock,Minimum Inventory,¿Discontinued?,UOM
MTTO-0121,"INTERRUPTOR TERMOMAGNETICO ENCHUFABLE 30A, 2 FASES, SQUARE D",INTERRUPTOR TERMOMAGNETICO,Items_Images/MTTO-0121.Image.134923.png,CAT006,1ce673ed,,,LOC0064,0,1,FALSE,PIEZAS
MTTO-0122,LAMPARA TUBO LED T5,LAMPARA DE TUBO,Items_Images/MTTO-0122.Image.152935.png,CAT006,,,,LOC0078,0,1,FALSE,PIEZAS
MTTO-0123,RELEVADOR OMRON G2R-2-SND 24VDC 8 PUNTAS,RELEVADOR USO GENERAL CONTROL ELECTRICO,Items_Images/MTTO-0123.Image.162652.png,CAT006,1ce673ed,$675.08,,LOC0065,15,1,FALSE,PIEZAS
MTTO-0124,"INTERRUPTOR TERMOMAGNETICO 230/400V, IC60N, C 10A",INTERRUPTOR TERMOMAGNETICO C10 A,Items_Images/MTTO-0124.Image.213345.png,CAT006,1ce673ed,,,LOC0064,1,1,FALSE,PIEZAS
MTTO-0125,"CONECTOR RAPIDO NEUMATICO RECTO HEMBRA 1/4"" NPT A MANGUERA 10MM",CONECTOR RAPIDO NEUMATICO,Items_Images/MTTO-0125.Image.191143.png,CAT004,2c6c8db2,,,LOC0083,10,1,FALSE,PIEZAS
MTTO-0126,"TUERCA HEXAGONAL, 1/4",TUERCA HEXAGONAL,Items_Images/MTTO-0126.Image.194720.png,CAT010,fc5645e9,,,LOC0094,28,1,FALSE,PIEZAS
MTTO-0127,CINTA DELIMITADORA DE PRECAUCION AMARILLA,CINTA DELIMITADORA DE PRECAUCION,Items_Images/MTTO-0127.Image.170316.jpg,CAT002,PROV001,,,92bd79f5,3,1,FALSE,PIEZAS
MTTO-0128,"MANGUERA INDUSTRIAL TRANSPARENTE DE 1/2""",MANGUERA USO GENERAL,Items_Images/MTTO-0128.Image.143234.png,CAT002,,,,7066317f,7,1,FALSE,PIEZAS
MTTO-0129,"RECEPTACULO 3 FASES, 1 TIERRA, NEMA L15-30",RECEPTACULO 3 FASES,Items_Images/MTTO-0129.Image.215327.png,CAT006,,,,LOC0053,2,1,FALSE,PIEZAS
MTTO-0130,"RECEPTACULO 3 FASES, 1 TIERRA, NEMA L16-30",RECEPTACULO 3 FASES,Items_Images/MTTO-0130.Image.215812.png,CAT006,,,,LOC0053,2,1,FALSE,PIEZAS
MTTO-0131,LAMPARA DE EMERGENCIA LED LLOYD'S LP-331,LED DE EMERGENCIA,Items_Images/MTTO-0131.Image.162434.png,CAT006,,,,LOC0060,3,1,FALSE,PIEZAS
MTTO-0132,"VALVULA MANUAL NEUMATICA PULL-PUSH, 3 VIAS, 2 POSICIONES, 1/4"", MODELO: 3R210-08",VALVULA MANUAL,Items_Images/MTTO-0132.Image.163135.png,CAT004,,,,LOC0082,2,1,FALSE,PIEZAS
MTTO-0133,PORTAFUSIBLE 50AMP 1 POLO 14X51MM,PORTAFUSIBLE 50AMP,Items_Images/MTTO-0133.Image.193612.jpg,CAT006,1ce673ed,$274.55,,LOC0064,18,1,FALSE,PIEZAS
MTTO-0134,"LAMPARA TUBO LED T8 OSRAM 16W, 6500K, 120CM, G13",LAMPARA DE TUBO,Items_Images/MTTO-0134.Image.152817.png,CAT006,1ce673ed,,,LOC0078,10,1,FALSE,PIEZAS
MTTO-0135,"LAMINA DE SILICON 20"" X 40"" ESPESOR 3MM",LAMINA PARA  EMPAQUES,Items_Images/MTTO-0135.Image.193202.png,CAT002,,,,7066317f,4,1,FALSE,PIEZAS
MTTO-0136,CABLE UNIPOLAR AZUL CALIBRE 20AWG,CABLE CALIBRE 20AWG,Items_Images/MTTO-0136.Image.214411.png,CAT002,,,,7066317f,0,1,FALSE,METROS
MTTO-0137,MOBIL ACEITE SINTETICO SHC 627 CUBETA 4 LT,LUBRICANTE INDUSTRIAL,Items_Images/MTTO-0137.Image.142042.png,CAT002,,,,26813a72,4,1,TRUE,LITROS
MTTO-0138,"TAQUETE TIPO Z EXPANSIVO 5/8"" X 2"" SIN TORNILLO 3/8""",USO GENERAL,Items_Images/MTTO-0138.Image.201940.png,CAT002,PROV001,,,LOC0094,7,1,FALSE,PIEZAS
MTTO-0139,FUSIBLES DE CRISTAL FAME 15 AMP,FUSIBLE FAME,Items_Images/MTTO-0139.Image.174912.png,CAT006,,,,LOC0094,3,1,FALSE,PIEZAS
MTTO-0140,FUSIBLES DE CRISTAL FAME 1 AMP,FUSIBLE FAME,Items_Images/MTTO-0140.Image.174537.png,CAT006,,,,LOC0094,13,1,FALSE,PIEZAS
MTTO-0141,FUSIBLES DE CRISTAL FAME 25 AMP,FUSIBLE FAME,Items_Images/MTTO-0141.Image.175039.png,CAT006,,,,LOC0094,3,1,FALSE,PIEZAS
MTTO-0142,FUSIBLES DE CRISTAL FAME 5 AMP,FUSIBLE FAME,Items_Images/MTTO-0142.Image.174733.png,CAT006,,,,LOC0094,3,1,FALSE,PIEZAS
MTTO-0143,CABLE 3X4/0AWG - 1X2/0AWG (PRIMER TRAMO),CABLE ELECTRICO,Items_Images/MTTO-0143.Image.214343.jpg,CAT006,,,,c4b19a8c,10,1,FALSE,METROS
MTTO-0144,"PIJAS CABEZA COMBINADA DE #8 X 1""",USO GENERAL,Items_Images/MTTO-0144.Image.195135.png,CAT010,fc5645e9,,,LOC0046,96,10,FALSE,PIEZAS
MTTO-0145,"PIJABROCA CABEZA HEXAGONAL #8 X 1/2""",TORNILLERIA USO GENERAL,Items_Images/MTTO-0145.Image.213120.jpg,CAT010,fc5645e9,,,LOC0094,0,1,FALSE,PIEZAS
MTTO-0146,BISAGRA PARA MARCO DE ALUMINIO,BISAGRA PARA MARCO DE ALUMINIO,Items_Images/MTTO-0146.Image.211349.jpg,CAT003,PROV001,,,LOC0010,6,1,FALSE,PIEZAS
MTTO-0147,CHUMACERA DE CORREDERA SKF YAR 205-2F,CHUMACERA PARA RODILLOS JALADORES,Items_Images/MTTO-0147.Image.000309.jpg,CAT003,e0a455a9,,,LOC0029,1,1,FALSE,PIEZAS
MTTO-0148,"CLAVIJA DE MEDIA VUELTA 2 FASES, 1 TIERRA, NEMA L7-15",CLAVIJA DE MEDIA VUELTA,Items_Images/MTTO-0148.Image.144952.png,CAT006,,,,LOC0053,2,1,FALSE,PIEZAS
MTTO-0149,"PIJABROCA CABEZA CRUZ  #8 X 3/4""",TORNILLERIA USO GENERAL,Items_Images/MTTO-0149.Image.210354.jpg,CAT010,fc5645e9,,,LOC0094,0,1,FALSE,PIEZAS
MTTO-0150,"PREZURIZADOR 12A, 1HP/1.5HP, 1""X1"", 110/220V 1F AUTORESET EVANS",PRESURIZADOR 12A,Items_Images/MTTO-0150.Image.143157.jpg,CAT005,3a4110bf,,,LOC0011,1,1,FALSE,PIEZAS
MTTO-0151,"PIJASBROCA CABEZA HEXAGONAL #14 X 3/4""",TORNILLERIA USO GENERAL,Items_Images/MTTO-0151.Image.212146.jpg,CAT002,fc5645e9,,,LOC0094,18,1,FALSE,PIEZAS
MTTO-0152,"PIJABROCA CABEZA HEXAGONAL #14 X 1""",TORNILLERIA USO GENERAL,Items_Images/MTTO-0152.Image.212308.jpg,CAT010,fc5645e9,,,LOC0094,300,1,FALSE,PIEZAS
MTTO-0153,"TAQUETE DE FIJACION 3/8""",USO GENERAL,Items_Images/MTTO-0153.Image.201651.png,CAT002,PROV001,,,LOC0106,59,1,FALSE,PIEZAS
MTTO-0154,ARNES PARA TRANSDUCTOR 0-10V,CONEXIONES PARA SEÑALES PRECISAS,Items_Images/MTTO-0154.Image.191745.png,CAT006,1ce673ed,,,LOC0065,0,1,FALSE,PIEZAS
MTTO-0155,CLEMA CERAMICA 2 POLOS CALIBRE 8,CLEMA CERMICA,Items_Images/MTTO-0155.Image.200348.png,CAT006,,,,LOC0118,22,1,FALSE,PIEZAS
MTTO-0156,"TAQUETE PARA TABLAROCA DE 1/4""",USO EN TABLAROCA,Items_Images/MTTO-0156.Image.201728.png,CAT002,PROV001,,,LOC0106,0,1,FALSE,PIEZAS
MTTO-0157,"CINTA TEFLON 1/2 """,CINTA PARA SELLAR UNIONES DE TUBERIAS,Items_Images/MTTO-0157.Image.162841.jpg,CAT002,PROV001,,,218b4280,0,1,FALSE,PIEZAS
MTTO-0158,ARNES PARA TRANSDUCTOR 4-20MA,CONEXION PARA SEÑALES PRECISAS,Items_Images/MTTO-0158.Image.191918.png,CAT006,1ce673ed,,,LOC0065,12,1,FALSE,PIEZAS
MTTO-0159,"TORNILLO HEXAGONAL M16 X 60MM, PASO 2.0, PAVONADO",TORNILLERIA USO GENERAL,Items_Images/MTTO-0159.Image.164642.png,CAT010,fc5645e9,,,LOC0044,4,1,FALSE,PIEZAS
MTTO-0160,"PUSHBUTTON 4 PINES, TARJETAS ELECTRONICAS",BOTON DE TRAJETAS ELECTRONICAS,Items_Images/MTTO-0160.Image.144006.png,CAT006,PROV001,,,LOC0056,0,1,FALSE,PIEZAS
MTTO-0161,FUSIBLES CERAMICOS 22X58 80 AMP,FUSIBLES USO GENERAL,Items_Images/MTTO-0161.Image.153000.png,CAT006,1ce673ed,,,LOC0118,1,1,FALSE,PIEZAS
MTTO-0162,FUSIBLES CERAMICOS 14X51 32 AMP,FUSIBLES USO GENERAL,Items_Images/MTTO-0162.Image.151646.png,CAT006,1ce673ed,,,LOC0118,6,3,FALSE,PIEZAS
MTTO-0163,FUSIBLES CERAMICOS 22X58 63 AMP,FUSIBLES USO GENERAL,Items_Images/MTTO-0163.Image.152849.png,CAT006,1ce673ed,,,LOC0118,18,1,FALSE,PIEZAS
MTTO-0164,FUSIBLES CERAMICOS 10X38 32 AMP,FUSIBLES USO GENERAL,Items_Images/MTTO-0164.Image.151856.png,CAT006,1ce673ed,,,LOC0118,0,3,FALSE,PIEZAS
MTTO-0165,FUSIBLES DE CRISTAL FAME 30 AMP,FUSIBLE FAME,Items_Images/MTTO-0165.Image.175736.png,CAT006,,,,LOC0094,5,1,FALSE,PIEZAS
MTTO-0166,"PASADOR DE BARRIL CROMO 3"" LARGO",PASADOR DE BARRIL,Items_Images/MTTO-0166.Image.211621.jpg,CAT003,bc0b8156,,,LOC0010,6,1,FALSE,PIEZAS
MTTO-0167,"CONECTOR RAPIDO NEUMATICO RECTO MACHO 1/8"" NPT A MANGUERA 8MM",CONECTOR RAPIDO NEUMATICO,Items_Images/MTTO-0167.Image.215636.png,CAT004,2c6c8db2,,,LOC0083,11,1,FALSE,PIEZAS
MTTO-0168,"CONECTOR RAPIDO NEUMATICO RECTO MACHO 1/4"" NPT A MANGUERA 8MM",CONECTOR RAPIDO PARA MANGUERA NEUMATICA,Items_Images/MTTO-0168.Image.214615.png,CAT004,2c6c8db2,$48.72,,LOC0083,206,1,FALSE,PIEZAS
MTTO-0169,"TORNILLO ALLEN CABEZA PLANA 6 X 30MM, PASO 16, INOXIDABLE",TORNILLERIA USO GENERAL,Items_Images/MTTO-0169.Image.211722.png,CAT010,fc5645e9,,,LOC0094,4,1,FALSE,PIEZAS
MTTO-0170,"ADAPTADORES DE MANGUERA HIDRAULICA RECTO, JIC ABOCINADO DE 37, 7001, 8-8",ADAPTADOR HIDRAULICO,Items_Images/MTTO-0170.Image.153512.jpg,CAT003,344207b0,,,LOC0083,10,1,FALSE,PIEZAS
MTTO-0171,"TORNILLO ALLEN CILINDRICO M8 X 50MM, PASO 1.25 PAVONADO",TORNILLERIA USO GENERAL,Items_Images/MTTO-0171.Image.184813.png,CAT010,fc5645e9,,,LOC0046,94,1,FALSE,PIEZAS
MTTO-0172,"BISAGRA PARA PUERTA 3"" X 2""",BISAGRA PARA PUERTA 3X2,Items_Images/MTTO-0172.Image.144035.png,CAT003,PROV001,,,LOC0010,0,1,FALSE,PIEZAS
MTTO-0173,"TORNILLO ALLEN CILINDRICO M10 X 15MM, PASO 1.50, PAVONADO",PARA TAPAS DEL CAMBIAMALLAS,Items_Images/MTTO-0173.Image.173817.png,CAT010,fc5645e9,,,LOC0045,186,1,FALSE,PIEZAS
MTTO-0174,"SOPLETE CON MANGUERA PARA GAS,  ANTORCHAS",SOPLETE CON MANGUERA,Items_Images/MTTO-0174.Image.154004.jpg,CAT001,PROV001,,,LOC0032,2,1,FALSE,PIEZAS
MTTO-0175,VACIO 02,,,,,,,,0,0,FALSE,PIEZAS
MTTO-0176,BANDAS B-65,BANDAS B-65 MOLINO DE REFIL L3,Items_Images/MTTO-0176.Image.152104.jpg,CAT003,e0a455a9,$81.20,,LOC0014,12,1,FALSE,PIEZAS
MTTO-0177,NAVAJAS PARA EL REFIL / CUCHILLAS CIRCULARES,NAJAVAS DE REFIL,Items_Images/MTTO-0177.Image.212504.png,CAT003,,,,LOC0113,84,1,FALSE,PIEZAS
MTTO-0178,BANDAS B-73,BANDAS B-73,Items_Images/MTTO-0178.Image.152327.jpg,CAT003,e0a455a9,,,LOC0014,3,1,FALSE,PIEZAS
MTTO-0179,BANDAS B-162,BANDAS B-162,Items_Images/MTTO-0179.Image.210856.jpg,CAT003,e0a455a9,,,LOC0020,3,1,FALSE,PIEZAS
MTTO-0180,BANDAS B-88,BANDAS B-88,Items_Images/MTTO-0180.Image.152706.jpg,CAT003,e0a455a9,,,LOC0014,6,1,FALSE,PIEZAS
MTTO-0181,BANDAS B-148,BANDAS B-148,Items_Images/MTTO-0181.Image.211131.jpg,CAT003,e0a455a9,,,LOC0020,9,1,FALSE,PIEZAS
MTTO-0182,PANTALLA SIEMENS- 6AV2 124-OMC01-OAXO,PANTALLA SIEMENS,Items_Images/MTTO-0182.Image.154031.jpg,CAT006,,,,LOC0036,5,2,FALSE,CAJAS
MTTO-0183,BANDAS 5V1060,BANDAS 5V1060,Items_Images/MTTO-0183.Image.155303.jpg,CAT002,e0a455a9,,,LOC0026,11,1,FALSE,PIEZAS
MTTO-0184,CHUMACERA DE PARED FY 1.3/4 TF,CHUMACERA PARA REVOLVEDORA CHICA,Items_Images/MTTO-0184.Image.203449.jpg,CAT003,e0a455a9,,,LOC0029,1,1,FALSE,PIEZAS
MTTO-0185,"TORNILLO ALLEN CILINDRICO M12 X 40MM, PASO 1.75",TORNILLERIA USO GENERAL,Items_Images/MTTO-0185.Image.142740.png,CAT010,fc5645e9,$0.00,,LOC0045,41,1,FALSE,PIEZAS
MTTO-0186,EMBUDO CUELLO FLEXIBLE,EMBUDO CUELLO FLEXIBLE,Items_Images/MTTO-0186.Image.211020.png,CAT002,PROV001,,,84e30ac4,1,1,FALSE,PIEZAS
MTTO-0187,CUÑA CUADRADA DE ACERO,USO GENERAL EN MAQUINARIA,Items_Images/MTTO-0187.Image.211122.png,CAT003,,,,LOC0042,15,1,FALSE,PIEZAS
MTTO-0188,"TORNILLO HEXAGONAL M16 X 45MM, PASO 2.0, PAVONADO",TORNILLO USO GENERAL,Items_Images/MTTO-0188.Image.163457.png,CAT010,fc5645e9,,,LOC0044,18,1,FALSE,PIEZAS
MTTO-0189,SAL DE MAR,SAL DE GRANO/ MAR,Items_Images/MTTO-0189.Image.194929.png,CAT002,,,,c6acf83a,640,1,FALSE,KILOGRAMOS
MTTO-0190,JUEGO DE EXTRACTORES COLA DE COCHINO Y BROCAS,JUEGO USO GENERAL,Items_Images/MTTO-0190.Image.140817.png,CAT001,PROV001,,,c44b408e,1,1,FALSE,PIEZAS
MTTO-0191,"CLEMA CERAMICA 2 POLOS, 220V, 30AMP",CLEMA CERMICA,Items_Images/MTTO-0191.Image.212641.png,CAT006,,,,LOC0118,6,1,FALSE,PIEZAS
MTTO-0192,"TORNILLO HEXAGONAL M16 X 20MM, PASO 2.0, PAVONADO",TORNILLO USO GENERAL,Items_Images/MTTO-0192.Image.164053.png,CAT010,fc5645e9,,,LOC0044,4,1,FALSE,PIEZAS
MTTO-0193,"ADAPTADORES DE MANGUERA HIDRAULICA RECTO, JIC ABOCINADO DE 37 NPTF, 2404-16-16",ADAPTADOR HIDRAULICO,Items_Images/MTTO-0193.Image.214840.png,CAT003,344207b0,,,LOC0083,5,1,FALSE,PIEZAS
MTTO-0194,"FLOTADOR ELECTRICO CON CONTRAPESO, CABLE 3M",FLOTADOR ELECTRICO,Items_Images/MTTO-0194.Image.145929.jpg,CAT007,,,,LOC0011,8,1,FALSE,PIEZAS
MTTO-0195,ESTATOR NETZSCH NM008 03 S NEMOLAST S459,UTILIZADO EN BOMBAS,Items_Images/MTTO-0195.Image.000222.jpg,CAT002,,,,LOC0107,2,1,FALSE,PIEZAS
MTTO-0196,ESTATOR SEEPEX 103/0005-24 FPM SPECIAL 0677,USO GENERAL,Items_Images/MTTO-0196.Image.000433.jpg,CAT007,,,,LOC0107,2,2,FALSE,PIEZAS
MTTO-0197,BALERO NA4914-XL,BALEROS,Items_Images/MTTO-0197.Image.142709.jpg,CAT009,e0a455a9,,,LOC0023,2,1,FALSE,PIEZAS
MTTO-0198,ARRANCADOR DIRECTO KRIPAL UKQ-1818-220V,ARRANCADOR DIRECTO KRIPAL UKQ,Items_Images/MTTO-0198.Image.133916.png,CAT006,,,,LOC0077,0,1,FALSE,PIEZAS
MTTO-0199,BALERO 23026-E1A-XL-M-C3,BALEROS PARA RODILLOS CROMADOS L3,Items_Images/MTTO-0199.Image.145747.jpg,CAT009,e0a455a9,"$6,368.40",,LOC0023,2,1,FALSE,PIEZAS
MTTO-0200,BALERO NA6914-ZW,BALEROS,Items_Images/MTTO-0200.Image.193221.jpg,CAT009,e0a455a9,"$2,563.60",,LOC0023,3,1,FALSE,PIEZAS
MTTO-0201,RETEN 5080-10 VITON,RETEN DE VITON,Items_Images/MTTO-0201.Image.195625.jpg,CAT008,32918d31,,,LOC0016,5,1,FALSE,PIEZAS
MTTO-0202,RETEN 3042-7 VITON,RETEN DE VITON,Items_Images/MTTO-0202.Image.153942.jpg,CAT008,32918d31,,,LOC0015,28,1,FALSE,PIEZAS
MTTO-0203,RETEN 4565-10 VITON,RETEN DE VITON,Items_Images/MTTO-0203.Image.154204.jpg,CAT008,32918d31,,,LOC0015,10,1,FALSE,PIEZAS
MTTO-0204,RETEN 2238-7 VITON,RETEN DE VITON,Items_Images/MTTO-0204.Image.161139.png,CAT008,32918d31,,,LOC0015,0,1,FALSE,PIEZAS
MTTO-0205,RETEN 3572-10 VITON,RETEN DE VITON,Items_Images/MTTO-0205.Image.154503.jpg,CAT008,32918d31,,,LOC0015,11,1,FALSE,PIEZAS
MTTO-0206,RETEN 2545-7 VITON,RETEN DE VITON,Items_Images/MTTO-0206.Image.195446.jpg,CAT008,32918d31,,,LOC0015,7,1,FALSE,PIEZAS
MTTO-0207,RETEN 2547-7 VITON,RETEN DE VITON,Items_Images/MTTO-0207.Image.155244.jpg,CAT008,32918d31,,,LOC0015,8,1,FALSE,PIEZAS
MTTO-0208,RETEN 2535-7 VITON,RETEN DE VITON,Items_Images/MTTO-0208.Image.155659.jpg,CAT008,32918d31,,,LOC0015,3,1,FALSE,PIEZAS
MTTO-0209,RETEN 2035-7 VITON,RETEN DE VITON,Items_Images/MTTO-0209.Image.160001.jpg,CAT008,32918d31,,,LOC0015,10,1,FALSE,PIEZAS
MTTO-0210,RETEN 4055-8 VITON,RETEN DE VITON,Items_Images/MTTO-0210.Image.160328.jpg,CAT008,32918d31,,,LOC0015,6,1,FALSE,PIEZAS
MTTO-0211,RETEN 4565-8 VITON,RETEN DE VITON,Items_Images/MTTO-0211.Image.160518.jpg,CAT008,32918d31,,,LOC0015,3,1,FALSE,PIEZAS
MTTO-0212,RETEN 4060-10 VITON,RETEN DE VITON,Items_Images/MTTO-0212.Image.161407.png,CAT008,e0a455a9,,,LOC0015,15,1,FALSE,PIEZAS
MTTO-0213,RETEN 4562-7 VITON,RETEN DE VITON,Items_Images/MTTO-0213.Image.163739.jpg,CAT008,32918d31,,,LOC0015,4,1,FALSE,PIEZAS
MTTO-0214,"INTERRUPTOR TERMOMAGNETICO 60A, 3 FASES, HDA36060",INTERRUPTOR TERMOMAGNETICO 60A,Items_Images/MTTO-0214.Image.194253.jpg,CAT006,1ce673ed,,,LOC0063,1,1,FALSE,PIEZAS
MTTO-0215,BALERO 6204-2Z,BALERO,Items_Images/MTTO-0215.Image.131910.jpg,CAT009,e0a455a9,,,LOC0022,6,1,FALSE,PIEZAS
MTTO-0216,RETEN 5062-8 VITON,RETEN DE VITON,Items_Images/MTTO-0216.Image.163941.jpg,CAT008,32918d31,,,LOC0015,2,1,FALSE,PIEZAS
MTTO-0217,RETEN 5062-10 VITON,RETEN DE VITON,Items_Images/MTTO-0217.Image.164120.jpg,CAT008,32918d31,,,LOC0015,1,1,FALSE,PIEZAS
MTTO-0218,BALERO 6207-2Z,BALEROS DE USO GENERAL,Items_Images/MTTO-0218.Image.155605.jpg,CAT009,e0a455a9,$139.20,,LOC0028,1,1,FALSE,PIEZAS
MTTO-0219,BALERO 6208-2Z,BALEROS,Items_Images/MTTO-0219.Image.201501.jpg,CAT009,e0a455a9,,,LOC0028,13,1,FALSE,PIEZAS
MTTO-0220,BALERO 6308-2Z,BALEROS USO GENERAL,Items_Images/MTTO-0220.Image.165622.png,CAT009,e0a455a9,$246.00,,LOC0022,3,1,FALSE,PIEZAS
MTTO-0221,BALERO 6905-2Z,BALERO,Items_Images/MTTO-0221.Image.132453.jpg,CAT009,e0a455a9,,,LOC0022,8,1,FALSE,PIEZAS
MTTO-0222,BALERO 6210-2Z,BALEROS,Items_Images/MTTO-0222.Image.201840.jpg,CAT009,e0a455a9,,,LOC0028,5,1,FALSE,PIEZAS
MTTO-0223,BALERO 6008-2ZR,BALERO,Items_Images/MTTO-0223.Image.185130.jpg,CAT009,e0a455a9,,,LOC0028,3,1,FALSE,PIEZAS
MTTO-0224,BALERO NA4906-XL,BALEROS,Items_Images/MTTO-0224.Image.202029.jpg,CAT009,e0a455a9,"$1,055.60",,LOC0028,21,1,FALSE,PIEZAS
MTTO-0225,"REMACHE 1/8"" X 1/4""",REMACHERA USO GENERAL,Items_Images/MTTO-0225.Image.191704.png,CAT002,PROV001,,,LOC0094,12,1,FALSE,PIEZAS
MTTO-0226,"TORRETA DE SENAL LUMINICA, AMBAR, ROJO, VERDE, Q-LIGHT, 220VAC, ST56ELF-3",TORRETA DE SENAL LUMINICA,Items_Images/MTTO-0226.Image.190947.jpg,CAT003,,,,LOC0056,1,1,FALSE,PIEZAS
MTTO-0227,"MANGUERA POLIFLEX NEGRA 3/4"".",MANGUERA USO GENERAL,Items_Images/MTTO-0227.Image.220355.png,CAT002,,,,LOC0098,0,1,FALSE,METROS
MTTO-0228,SILICON RTV 100 ROJO ALTA TEMPERATURA,SILICON ROJO ALTA TEMPERATURA,Items_Images/MTTO-0228.Image.141012.jpg,CAT002,PROV001,,,LOC0107,0,1,FALSE,PIEZAS
MTTO-0229,"MANGUERA POLIFLEX NEGRA 1"".",MANGUERA FLEXIBLE USO GENERAL,Items_Images/MTTO-0229.Image.220213.png,CAT002,,,,LOC0098,3,1,FALSE,METROS
MTTO-0230,CONECTOR RAPIDO NEUMATICO EN TEE DE 8MM,CONECTOR RAPIDO NEUMATICO,Items_Images/MTTO-0230.Image.171805.jpg,CAT004,2c6c8db2,,,LOC0083,11,1,FALSE,PIEZAS
MTTO-0231,"INTERRUPTOR TERMOMAGNETICO RIEL DIN 32AMP, 3 FASES",INTERRUPTOR TERMOMAGNETICO,Items_Images/MTTO-0231.Image.194500.jpg,CAT006,1ce673ed,,,LOC0064,3,1,FALSE,PIEZAS
MTTO-0232,"RELE TERMOMAGNETICO SIEMENS, 3.5-5A, 3RU2116-1FB0",RELE TERMOMAGNETICO,Items_Images/MTTO-0232.Image.223000.jpg,CAT006,1ce673ed,,,LOC0076,1,1,FALSE,PIEZAS
MTTO-0233,BOMBA SUMERGIBLE 1/4-NPT LITTLE GIANT 501500,BOMBA SUMERGIBLE,Items_Images/MTTO-0233.Image.172552.jpg,CAT005,f0d77596,"$1,758.56",,LOC0053,4,1,FALSE,PIEZAS
MTTO-0234,HOJAS DE SEGUETA 18 DPP,USO GENERAL,Items_Images/MTTO-0234.Image.223127.jpg,CAT002,,,,LOC0106,18,1,FALSE,PIEZAS
MTTO-0235,HOJAS DE SEGUETA 24 DPP,USO GENERAL,Items_Images/MTTO-0235.Image.223247.jpg,CAT002,,,,LOC0106,6,1,FALSE,PIEZAS
MTTO-0236,PELICULA DE HULE ANTIDERRAPANTE NEGRA,MALLA ANTIDERRAPANTE,Items_Images/MTTO-0236.Image.214407.png,CAT002,,,,7066317f,20,2,FALSE,METROS
MTTO-0237,JUEGO DE BROCAS DE COBALTO DE 29PZS,BROCA DE COVALTO,Items_Images/MTTO-0237.Image.185920.png,CAT001,PROV001,,,LOC0117,1,1,FALSE,KITS
MTTO-0238,SIRENA TIPO CORNETA HARDEN 30W,SIRENA TIPO CORNETA,Items_Images/MTTO-0238.Image.191607.jpg,84388e9b,,,,LOC0057,1,1,FALSE,PIEZAS
MTTO-0239,TORRETA KOJAC ROJA,TORRETA KOJAC ROJA,Items_Images/MTTO-0239.Image.191711.jpg,CAT006,,,,LOC0057,1,1,FALSE,PIEZAS
MTTO-0240,"SENSOR DE FLUJO FS1 FLOW SWITCH 1/2"" NPT",SENSOR DE FLUJO 1/2”,Items_Images/MTTO-0240.Image.200157.jpg,CAT005,,,,LOC0017,1,1,FALSE,PIEZAS
MTTO-0241,VOLTIMETRO ANALOGICO 0-450V,VOLTIMETRO 0-450V,Items_Images/MTTO-0241.Image.195547.jpg,CAT006,,,,LOC0058,2,1,FALSE,PIEZAS
MTTO-0242,"MANOMETRO CONEXION INFERIOR 1/4"" NPT, CARATULA 63MM, 0 - 160 PSI CON GLICERINA",MANOMETRO USO GENERAL,Items_Images/MTTO-0242.Image.191407.jpg,84388e9b,e0a455a9,,,LOC0100,0,1,FALSE,PIEZAS
MTTO-0243,"MANOMETRO CONEXION POSTERIOR 1/8"" NPT, CARATULA 63MM, 0 - 15 MPA CON GLICERINA",MANOMETRO USO GENERAL,Items_Images/MTTO-0243.Image.140341.jpg,84388e9b,e0a455a9,,,LOC0100,1,1,FALSE,PIEZAS
MTTO-0244,"MANOMETRO CONEXION INFERIOR 1/4"" NPT, CARATULA 63MM, 0 - 5000 PSI CON GLICERINA",MANOMETRO USO GENERAL,Items_Images/MTTO-0244.Image.140131.jpg,CAT003,e0a455a9,,,LOC0100,1,1,FALSE,PIEZAS
MTTO-0245,"MANOMETRO CONEXION POSTERIOR 1/4"" NPT, CARATULA 63MM, 0 - -14 PSI CON GLICERINA",MANOMETRO USO GENERAL,Items_Images/MTTO-0245.Image.140437.jpg,CAT003,e0a455a9,,,LOC0100,1,1,FALSE,PIEZAS
MTTO-0246,"VACUOMETRO CONEXION INFERIOR 1/4"" NPT, DE -30 -0 INHG, CARATULA 2.5"" CON GLICERINA",VACUOMETROS PARA LAS BOMBAS DE VACIO,Items_Images/MTTO-0246.Image.155258.png,CAT003,e0a455a9,,,LOC0100,1,1,FALSE,PIEZAS
MTTO-0247,"REMACHE 3/16"" X 5/8""",REMACHE USO GENERAL,Items_Images/MTTO-0247.Image.191615.png,CAT002,PROV001,,,LOC0094,11,1,FALSE,PIEZAS
MTTO-0248,"INTERRUPTOR TERMOMAGNETICO RIEL DIN 25AMP, 3 FASES",INTERRUPTOR TERMOMAGNETICO,Items_Images/MTTO-0248.Image.145135.png,CAT006,1ce673ed,,,LOC0064,0,1,FALSE,PIEZAS
MTTO-0249,VARIADOR DE FRECUENCIA DELTA VFD-037EL23A-5HP 220V 6.5 KVA,VARIADOS DE FRECUENCIA,Items_Images/MTTO-0249.Image.212641.jpg,CAT006,,,,LOC0058,1,1,FALSE,PIEZAS
